A214991_1,Prissy,Austin (TX),Euthanasia Request,Aged,Cat,19.0,female,true,black,unknown,false,domestic shorthair,12/14/2013,11:51:00,AM,Dec,Sat,Euthanasia,Suffering,19.0,true,black,unknown,domestic shorthair
A294728_1,Mr Wiggles,Mesa And Ranch Road 2222 in Austin (TX),Stray,Normal,Dog,11.0,male,true,brown,buff,true,chow chow,08/01/2014,11:30:00,AM,Aug,Fri,Return to Owner,unknown,11.0,true,brown,buff,chow chow
A464189_1,Sushi,Austin (TX),Owner Surrender,Sick,Dog,9.0,female,true,white,red,true,chihuahua longhair,09/26/2015,03:40:00,AM,Sep,Sat,Transfer,Partner,9.0,true,white,red,chihuahua longhair
A476741_1,Jasmine,Austin (TX),Owner Surrender,Normal,Cat,6.0,female,true,lilac,point,true,snowshoe,03/22/2014,04:44:00,AM,Mar,Sat,Adoption,unknown,6.0,true,lilac,point,snowshoe
A493772_1,Buster,Austin (TX),Owner Surrender,Normal,Dog,6.0,male,true,buff,unknown,true,labrador retriever,12/23/2013,01:23:00,AM,Dec,Mon,Adoption,unknown,7.0,true,buff,unknown,labrador retriever
A532282_1,Nina,2003 Kenwood Ave in Austin (TX),Stray,Normal,Dog,7.0,female,true,red,black,true,german shepherd,08/09/2016,01:17:00,AM,Aug,Tue,Return to Owner,unknown,7.0,true,red,black,german shepherd
A543749_1,Bella,Austin (TX),Stray,Normal,Dog,8.0,female,true,tricolor,unknown,false,basset hound,03/04/2016,04:33:00,AM,Mar,Fri,Return to Owner,unknown,8.0,true,tricolor,unknown,basset hound
A558004_1,Lacy,Bee Caves Road @ Hwy 71 in Travis (TX),Stray,Normal,Dog,13.0,female,true,white,black,false,australian cattle dog,11/11/2017,05:03:00,AM,Nov,Sat,Return to Owner,unknown,13.0,true,white,black,australian cattle dog
A565366_1,Mohawk,1000 Ellingson in Austin (TX),Owner Surrender,Normal,Cat,8.0,female,true,torbie,unknown,true,domestic longhair,12/19/2015,09:39:00,AM,Dec,Sat,Transfer,Partner,8.0,true,torbie,unknown,domestic longhair
A583427_1,Princess,14709 Foy Dr in Travis (TX),Stray,Normal,Dog,5.0,female,false,blue,white,false,pit bull,04/08/2015,01:32:00,AM,Apr,Wed,Return to Owner,unknown,5.0,true,blue,white,pit bull
A583427_2,Princess,5805 Median Rd. in Travis (TX),Public Assist,Pregnant,Dog,4.0,female,false,blue,white,false,pit bull,03/10/2014,05:01:00,AM,Mar,Mon,Return to Owner,unknown,4.0,false,blue,white,pit bull
