A358260_1,Tiger,Austin (TX),Owner Surrender,Normal,Cat,14.0,female,true,black,smoke,true,domestic shorthair,02/28/2019,03:29:00,AM,Feb,Thu,Adoption,unknown,14.0,true,black,smoke,domestic shorthair
A417545_1,Sweet Pea,6123 Valient Cir #A in Austin (TX),Stray,Normal,Cat,11.0,female,true,black,white,true,domestic shorthair,10/15/2015,03:10:00,AM,Oct,Thu,Adoption,Foster,11.0,true,black,white,domestic shorthair
A449270_1,Boo,Austin (TX),Owner Surrender,Normal,Cat,8.0,female,true,tortie,unknown,true,domestic shorthair,02/03/2015,05:06:00,AM,Feb,Tue,Adoption,unknown,8.0,true,tortie,unknown,domestic shorthair
A504280_1,Duke,11901 Pavilion in Austin (TX),Public Assist,Normal,Dog,6.0,male,true,black,white,true,flat coat retriever,12/26/2013,02:37:00,AM,Dec,Thu,Return to Owner,unknown,6.0,true,black,white,flat coat retriever
A514445_1,Pepper,6701 Cruz St in Austin (TX),Stray,Normal,Dog,10.0,male,true,silver,unknown,true,miniature schnauzer,11/09/2016,11:19:00,AM,Nov,Wed,Return to Owner,unknown,10.0,true,silver,unknown,miniature schnauzer
A514445_2,Pepper,6701 Cruz St in Austin (TX),Stray,Normal,Dog,8.0,male,true,silver,unknown,true,miniature schnauzer,09/17/2014,03:01:00,AM,Sep,Wed,Return to Owner,unknown,8.0,true,silver,unknown,miniature schnauzer
A545772_1,Kibbeh,Austin (TX),Owner Surrender,Normal,Dog,7.0,male,true,brown,brindle,true,plott hound,11/20/2014,12:10:00,PM,Nov,Thu,Adoption,Foster,7.0,true,brown,brindle,plott hound
A550246_1,Poochie,7224 Northeast Dr in Austin (TX),Stray,Normal,Dog,9.0,female,true,white,unknown,true,pekingese,12/28/2014,12:31:00,PM,Dec,Sun,Return to Owner,unknown,9.0,true,white,unknown,pekingese
A576591_1,Bogie,Austin (TX),Owner Surrender,Normal,Dog,5.0,male,true,white,brown,true,pit bull,08/19/2015,03:30:00,AM,Aug,Wed,Adoption,Foster,5.0,true,white,brown,pit bull
A577780_1,Brandie,Austin (TX),Public Assist,Normal,Dog,7.0,female,true,brown,unknown,true,siberian husky,11/26/2013,01:41:00,AM,Nov,Tue,Euthanasia,Aggressive,7.0,true,brown,unknown,siberian husky
