A468026_1,*Junie,Manor (TX),Stray,Normal,Dog,7.0,female,true,black,white,true,pit bull,12/20/2013,07:55:00,AM,Dec,Fri,Return to Owner,unknown,7.0,true,black,white,pit bull
A468026_2,*Junie,902 W Meadowmere Ln in Austin (TX),Stray,Injured,Dog,9.0,female,true,black,white,true,pit bull,09/19/2015,12:02:00,PM,Sep,Sat,Adoption,Foster,10.0,true,black,white,pit bull
A503335_1,Bruce,5108 Mcdade Dr in Austin (TX),Stray,Normal,Dog,6.0,male,true,black,tan,true,wire hair fox terrier,08/18/2014,06:50:00,AM,Aug,Mon,Return to Owner,unknown,6.0,true,black,tan,wire hair fox terrier
A522809_1,Fred,1600 Wells Branch Pkwy in Travis (TX),Public Assist,Normal,Dog,8.0,male,true,white,tan,true,catahoula,11/27/2014,07:39:00,AM,Nov,Thu,Return to Owner,unknown,8.0,true,white,tan,catahoula
A571326_1,Vinnie,12400 Paloma Blanca Way in Austin (TX),Stray,Normal,Dog,7.0,male,true,brown,white,true,staffordshire,11/05/2015,12:10:00,PM,Nov,Thu,Adoption,Foster,8.0,true,brown,white,staffordshire
A571326_2,Vinnie,Austin (TX),Owner Surrender,Normal,Dog,7.0,male,true,brown,white,true,staffordshire,10/02/2016,09:30:00,AM,Oct,Sun,Adoption,unknown,7.0,true,brown,white,staffordshire
A571326_3,Vinnie,Austin (TX),Public Assist,Normal,Dog,7.0,male,true,brown,white,true,staffordshire,01/09/2016,01:58:00,AM,Jan,Sat,Return to Owner,unknown,7.0,true,brown,white,staffordshire
A587990_1,Cevrus,210 Public Way in Austin (TX),Public Assist,Normal,Dog,4.0,male,true,black,white,true,dachshund,12/21/2013,09:12:00,AM,Dec,Sat,Return to Owner,unknown,4.0,true,black,white,dachshund
A587990_2,Cevrus,183 And Research in Austin (TX),Public Assist,Normal,Dog,4.0,male,true,black,white,true,dachshund,10/12/2013,04:18:00,AM,Oct,Sat,Adoption,unknown,4.0,true,black,white,dachshund
A593108_1,Daisy,9105 Sweet Gum Dr in Austin (TX),Stray,Normal,Cat,14.0,female,true,calico,unknown,true,domestic shorthair,09/29/2016,01:51:00,AM,Sep,Thu,Transfer,Partner,14.0,true,calico,unknown,domestic shorthair
A595090_1,Tigz,Austin (TX),Owner Surrender,Normal,Dog,5.0,male,true,tan,black,true,boerboel,10/23/2015,02:41:00,AM,Oct,Fri,Adoption,unknown,5.0,true,tan,black,boerboel
A595090_2,Tigz,Outside Jurisdiction,Owner Surrender,Normal,Dog,4.0,male,true,tan,black,true,boerboel,04/06/2015,02:18:00,AM,Apr,Mon,Adoption,unknown,5.0,true,tan,black,boerboel
A615369_1,Maggie,Austin (TX),Owner Surrender,Normal,Cat,5.0,female,true,blue,white,true,siamese,10/16/2016,02:09:00,AM,Oct,Sun,Adoption,unknown,5.0,true,blue,white,siamese
A632333_1,Charcoal,Austin (TX),Owner Surrender,Normal,Dog,5.0,male,true,blue,white,true,labrador retriever,10/13/2017,02:17:00,AM,Oct,Fri,Transfer,Partner,5.0,true,blue,white,labrador retriever
A632333_2,Charcoal,Manchaca/ Slaughter in Austin (TX),Stray,Normal,Dog,1.0,male,true,blue,white,true,labrador retriever,10/04/2013,11:32:00,AM,Oct,Fri,Adoption,unknown,1.0,true,blue,white,labrador retriever
A632357_1,Mischa,Austin (TX),Owner Surrender,Normal,Cat,4.0,female,true,calico,unknown,true,domestic shorthair,06/30/2016,04:15:00,AM,Jun,Thu,Adoption,unknown,4.0,true,calico,unknown,domestic shorthair
A632357_2,Mischa,Outside Jurisdiction,Owner Surrender,Normal,Cat,4.0,female,true,calico,unknown,true,domestic shorthair,06/17/2016,01:42:00,AM,Jun,Fri,Adoption,unknown,4.0,true,calico,unknown,domestic shorthair
A636625_1,Toothless,Austin (TX),Owner Surrender,Normal,Cat,1.0,male,true,black,unknown,true,domestic medium hair,11/11/2013,03:26:00,AM,Nov,Mon,Adoption,unknown,1.0,true,black,unknown,domestic medium hair
A636625_2,Toothless,Austin (TX),Owner Surrender,Normal,Cat,4.0,male,true,black,unknown,true,domestic medium hair,08/15/2016,02:04:00,AM,Aug,Mon,Return to Owner,unknown,4.0,true,black,unknown,domestic medium hair
A636625_3,Toothless,Austin (TX),Owner Surrender,Normal,Cat,2.0,male,true,black,unknown,true,domestic medium hair,06/28/2015,12:02:00,PM,Jun,Sun,Transfer,Partner,2.0,true,black,unknown,domestic medium hair
