A200922_1,Carlos,Austin (TX),Owner Surrender,Normal,Dog,16.0,male,true,black,tan,true,dachshund,10/03/2013,03:47:00,AM,Oct,Thu,Adoption,Foster,16.0,true,black,tan,dachshund
A454228_1,Monet,5400 Freidrich in Austin (TX),Public Assist,Normal,Dog,12.0,female,true,black,unknown,true,rat terrier,04/02/2019,12:41:00,PM,Apr,Tue,Transfer,Partner,12.0,true,black,unknown,rat terrier
A466156_1,Jamaine,6709 W Kings Point in Austin (TX),Public Assist,Normal,Dog,10.0,male,true,brown,white,true,boxer,07/13/2017,02:51:00,AM,Jul,Thu,Return to Owner,unknown,10.0,true,brown,white,boxer
A489376_1,Buster,1701 Em Franklin in Austin (TX),Stray,Injured,Dog,11.0,male,true,brown,white,true,boxer,05/26/2015,01:49:00,AM,May,Tue,Euthanasia,Medical,11.0,true,brown,white,boxer
A489376_2,Buster,Prado St in Austin (TX),Public Assist,Normal,Dog,10.0,male,true,brown,white,true,boxer,01/04/2014,02:55:00,AM,Jan,Sat,Return to Owner,unknown,10.0,true,brown,white,boxer
A514160_1,Maverick,Austin (TX),Owner Surrender,Normal,Dog,10.0,male,true,black,white,true,labrador retriever,05/29/2018,12:25:00,PM,May,Tue,Adoption,unknown,10.0,true,black,white,labrador retriever
A549214_1,Bella,Austin (TX),Public Assist,Normal,Dog,10.0,female,true,brown,unknown,true,pit bull,12/04/2013,06:22:00,AM,Dec,Wed,Return to Owner,unknown,10.0,true,brown,unknown,pit bull
A549214_2,Bella,William Cannon And Manchac in Austin (TX),Stray,Normal,Dog,10.0,female,true,brown,unknown,true,pit bull,12/02/2013,12:37:00,PM,Dec,Mon,Return to Owner,unknown,10.0,true,brown,unknown,pit bull
A552447_1,Jakey,Austin (TX),Owner Surrender,Normal,Cat,6.0,male,true,blue,white,true,domestic longhair,09/28/2015,11:44:00,AM,Sep,Mon,Adoption,unknown,6.0,true,blue,white,domestic longhair
A585740_1,Coco,E 11Th Street in Austin (TX),Stray,Normal,Dog,6.0,female,true,brown,unknown,false,pit bull,05/22/2016,03:20:00,AM,May,Sun,Return to Owner,unknown,6.0,true,brown,unknown,pit bull
